BEM.L,AIM
BRLA.L,SSMM
MONI.L,AMSM
LWDB.L,STMM
GKO.L,AMSM
MUT.L,STMM
CLST.L,SSMM
MCB.L,SSMM
KLR.L,STMM
RRR.L,AMSM
SXX.L,AMSM
PHP.L,SSMM
MJW.L,AMSM
ASD.L,SSMM
MKLW.L,SSMM
RWD.L,SSMM
SMP.L,STMM
PLI.L,STMM
SDY.L,SSMM
RWA.L,SSMM
SOI.L,SSMM
TTG.L,SSMM
RICA.L,SSMM
AUE.L,AIM
DIG.L,SSMM
SAR.L,AIM
HSD.L,SET3
SAFE.L,SSMM
NTOG.L,AIM
EMED.L,AIM
ACD.L,SSMM
TSW.L,AMSM
BRNE.L,SSMM
TRG.L,SSMM
FDI.L,AIM
HYC.L,SSMM
PMG.L,AMSM
VOF.L,AIM
ANGM.L,AIM
RUS.L,SSMM
SGI.L,AIM
JJB.L,AMSM
VEC.L,SSMM
TIG.L,SSMM
UMC.L,SSMM
HFEL.L,SSMM
GPE.L,SSMM
SNRP.L,AIM
CSN.L,SSMM
UKC.L,SSMM
AAIF.L,SSMM
JEO.L,SSMM
MGNS.L,SSMM
THRG.L,SSMM
EUS.L,SSMM
LWB.L,SSMM
SQZ.L,AMSM
NOP.L,AMSM
SDP.L,SSMM
IFD.L,SSMM
SDU.L,SSMM
AYM.L,SSMM
CHW.L,SSMM
SCAM.L,SSMM
EUK.L,SSMM
HSL.L,SSMM
TAN.L,AMSM
NUM.L,AMSM
CLIG.L,SSMM
IRET.L,SSMM
OXIG.L,SSMM
SLS.L,SSMM
JFJ.L,SSMM
NGP.L,AIM
BRCI.L,SSMM
ERM.L,STMM
BRSC.L,SSMM
HEAD.L,SSMM
RPT.L,AMSM
OEX.L,AIM
CWR.L,AMSM
NVTA.L,AMSM
JHD.L,AMSM
RNWH.L,AIM
JLP.L,AIM
JD..L,STMM
FLYB.L,SSMM
AAS.L,SSMM
DTG.L,AMSM
SVG.L,SSMM
CSRT.L,SSMM
FWEB.L,SSMM
IVI.L,SSMM
INTQ.L,ASQ1
ABD.L,SSMM
FGT.L,SSMM
FCCN.L,SSMM
RNO.L,SSMM
KEFI.L,AIM
AFE.L,AIM
PRZ.L,AMSM
CGH.L,AIM
VLX.L,SSMM
IPO.L,SSMM
BGFD.L,SSMM
MNR.L,SET3
JAI.L,STMM
JMO.L,SSMM
JCH.L,SSMM
LVD.L,SSMM
MRS.L,SSMM
EOG.L,AIM
MWA.L,AMSM
HMB.L,AIM
GWP.L,AMSM
AAZ.L,ASQ1
RGD.L,AIM
QFI.L,AIM
EVG.L,SSMM
MNP.L,SSMM
AR..L,AMSM
ZEN.L,AMSM
RMM.L,AIM
NRRP.L,AIM
OPTS.L,SSMM
HFG.L,SSMM
CKN.L,SSMM
PDG.L,SSMM
BRGE.L,SSMM
AGA.L,SSMM
BEE.L,SSMM
LONR.L,SSMM
RGM.L,AMSM
MNC.L,AMSM
SCF.L,SSMM
JMC.L,SSMM
SPH.L,AMSM
LCG.L,AMSM
LWI.L,SSMM
EST.L,SSMM
TPJ.L,AIM
LGO.L,AIM
GRL.L,AIM
ASTO.L,AMSM
GOO.L,AMSM
AGY.L,AIM
NVA.L,SSMM
ENK.L,AMSM
JMF.L,SSMM
ITM.L,AMSM
AVE.L,STMM
BZT.L,AMSM
KIT.L,SSMM
LUP.L,AMSM
HPI.L,SSMM
CDI.L,SSMM
TLDH.L,ASQ1
IAT.L,SSMM
IPT.L,SSMM
IMM.L,AMSM
XTR.L,AIM
URU.L,AIM
DJAN.L,STMM
KEA.L,ASQ1
SOLG.L,AIMI
CRND.L,SET3
TSTR.L,AIM
ASM.L,SET3
TPT.L,SSMM
RHL.L,AIMI
ADH.L,AIM
SCHE.L,SET3
HHI.L,SSMM
AIE.L,SSMM
DTZ.L,SSMM
FSJ.L,SSMM
UTV.L,SSMM
ABH.L,AIM
RNVO.L,SET3
RM..L,SSMM
SLN.L,AMSM
SEPU.L,SSMM
JZCP.L,SET3
SRSP.L,AIM
OPAY.L,AMSM
HRCO.L,AMSM
ZOX.L,AMSM
SLI.L,SSMM
CAL.L,SSMM
OXS.L,AMSM
RCG.L,AMSM
FDL.L,SSMM
JPR.L,SET3
VIY.L,AIM
PON.L,SSMM
PHTM.L,SSMM
HAMP.L,SSMM
HRG.L,SSMM
CTO.L,SET3
DOO.L,AMSM
OXB.L,SSMM
RCDO.L,SSMM
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
